UNIQUE KEY,DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
3404773,03/13/2016,15:57,BROOKLYN,11232.0,40.6549544,-74.007017,"(40.6549544, -74.007017)",37 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,VAN,PASSENGER VEHICLE,,,
3405131,03/13/2016,15:56,,,,,,MEEKER AVENUE,GRAHAM AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Failure to Yield Right-of-Way,,,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
3404625,03/13/2016,8:23,MANHATTAN,10031.0,40.829082899999996,-73.9410791,"(40.8290829, -73.9410791)",WEST 153 STREET,SAINT NICHOLAS PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,UNKNOWN,,,
3404772,03/13/2016,15:56,BROOKLYN,11232.0,40.6680554,-73.9965863,"(40.6680554, -73.9965863)",,,550 HAMILTON AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
3405135,03/13/2016,15:50,QUEENS,11418.0,40.702064899999996,-73.8288468,"(40.7020649, -73.8288468)",122 STREET,HILLSIDE AVENUE,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3404731,03/13/2016,15:40,BROOKLYN,11234.0,40.6114632,-73.92436490000001,"(40.6114632, -73.9243649)",FLATBUSH AVENUE,AVENUE T,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3404574,03/13/2016,20:05,MANHATTAN,10001.0,40.7497883,-73.9877686,"(40.7497883, -73.9877686)",6 AVENUE,WEST 34 STREET,,0,0,0,0,0,0,0,0,Failure to Keep Right,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3404917,03/13/2016,12:15,QUEENS,11354.0,40.763799799999994,-73.8287062,"(40.7637998, -73.8287062)",NORTHERN BOULEVARD,LEAVITT STREET,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
3405046,03/13/2016,12:15,,,,,,NEW DORP LANE,CLAWSON STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
3404755,03/13/2016,12:20,BROOKLYN,11209.0,40.617583,-74.0304837,"(40.617583, -74.0304837)",4 AVENUE,93 STREET,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
3404883,03/13/2016,15:30,QUEENS,11420.0,40.6776719,-73.828758,"(40.6776719, -73.828758)",,,110-00 ROCKAWAY BOULEVARD,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3405058,03/13/2016,15:30,,,40.7980656,-73.9755308,"(40.7980656, -73.9755308)",,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
3404896,03/13/2016,15:20,,,40.7380682,-73.83655920000001,"(40.7380682, -73.8365592)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,TAXI,,,
3405001,03/13/2016,15:20,QUEENS,11105.0,40.7792798,-73.9008742,"(40.7792798, -73.9008742)",37 STREET,19 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,UNKNOWN,,,
3404581,03/13/2016,15:20,MANHATTAN,10019.0,40.7617191,-73.9828066,"(40.7617191, -73.9828066)",WEST 51 STREET,7 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
3405035,03/13/2016,8:45,,,,,,DOREEN DRIVE,WILCOX STREET,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3404790,03/13/2016,15:17,,,40.6781,-74.0023387,"(40.6781, -74.0023387)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3404556,03/13/2016,15:15,MANHATTAN,10036.0,40.757828100000005,-73.9930696,"(40.7578281, -73.9930696)",9 AVENUE,WEST 41 STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
3404826,03/13/2016,15:10,BROOKLYN,11206.0,40.7010761,-73.94042040000001,"(40.7010761, -73.9404204)",SUMNER PLACE,FLUSHING AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
3404663,03/13/2016,12:30,,,,,,BRUCKNER BOULEVARD,ROSEDALE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,UNKNOWN,,,
3404849,03/13/2016,11:00,QUEENS,11691.0,40.5986756,-73.74024659999999,"(40.5986756, -73.7402466)",JARVIS AVENUE,BEACH 6 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,UNKNOWN,,,
3404881,03/13/2016,12:30,QUEENS,11411.0,40.7018277,-73.7476817,"(40.7018277, -73.7476817)",MURDOCK AVENUE,207 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3405043,03/13/2016,12:46,STATEN ISLAND,10305.0,40.5852388,-74.0880694,"(40.5852388, -74.0880694)",MASON AVENUE,GARRETSON AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
3405054,03/13/2016,19:15,MANHATTAN,10036.0,40.7565594,-73.98610699999999,"(40.7565594, -73.986107)",WEST 43 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,BUS,TAXI,,,
3405145,03/13/2016,9:15,QUEENS,11357.0,40.787169899999995,-73.8069646,"(40.7871699, -73.8069646)",CRYDERS LANE,155 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
3404744,03/13/2016,9:48,BROOKLYN,11212.0,40.661997,-73.9195931,"(40.661997, -73.9195931)",KINGS HIGHWAY,EAST 98 STREET,,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,PASSENGER VEHICLE,UNKNOWN,,,
3404944,03/13/2016,20:12,QUEENS,11374.0,40.7248962,-73.8551251,"(40.7248962, -73.8551251)",WETHEROLE STREET,67 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,PASSENGER VEHICLE,BICYCLE,,,
3404742,03/13/2016,13:09,BROOKLYN,11203.0,40.649101200000004,-73.9464778,"(40.6491012, -73.9464778)",NEW YORK AVENUE,SNYDER AVENUE,,1,0,0,0,0,0,1,0,Physical Disability,Physical Disability,,,,TAXI,PASSENGER VEHICLE,,,
3404830,03/13/2016,1:30,,,,,,REMSEN STREET,BROOKLYN BRIDGE,,0,0,0,0,0,0,0,0,Unspecified,,,,,SPORT UTILITY / STATION WAGON,,,,
3405056,03/13/2016,19:49,MANHATTAN,10022.0,40.7616682,-73.9749156,"(40.7616682, -73.9749156)",5 AVENUE,WEST 55 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,PASSENGER VEHICLE,OTHER,,,
3405096,03/13/2016,15:00,BROOKLYN,11225.0,40.662175,-73.95370140000001,"(40.662175, -73.9537014)",ROGERS AVENUE,LEFFERTS AVENUE,,1,0,0,0,0,0,1,0,Prescription Medication,Lost Consciousness,,,,SPORT UTILITY / STATION WAGON,MOTORCYCLE,,,
3404850,03/13/2016,15:00,QUEENS,11415.0,40.70832539999999,-73.8323691,"(40.7083254, -73.8323691)",BEVERLY ROAD,83 AVENUE,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
3404959,03/13/2016,0:03,QUEENS,11433.0,40.6884343,-73.78764190000001,"(40.6884343, -73.7876419)",LINDEN BOULEVARD,BEDELL STREET,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,OTHER,PASSENGER VEHICLE,,,
3404997,03/13/2016,15:00,QUEENS,11377.0,40.7536108,-73.90392259999999,"(40.7536108, -73.9039226)",NORTHERN BOULEVARD,57 STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,Unspecified,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
3404542,03/13/2016,15:00,MANHATTAN,10038.0,40.710176700000005,-74.0011362,"(40.7101767, -74.0011362)",ROBERT F WAGNER PLACE,PEARL STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
3405091,03/13/2016,15:00,BROOKLYN,11228.0,40.6241247,-74.0106233,"(40.6241247, -74.0106233)",73 STREET,11 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Driver Inattention/Distraction,,,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
3405071,03/13/2016,19:50,BRONX,10469.0,40.86264439999999,-73.83159690000001,"(40.8626444, -73.8315969)",EAST GUN HILL ROAD,EDSON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,SPORT UTILITY / STATION WAGON,OTHER,,,
3404703,03/13/2016,20:45,BRONX,10467.0,40.8851924,-73.8652782,"(40.8851924, -73.8652782)",EAST 220 STREET,CARPENTER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
3405026,03/13/2016,20:45,QUEENS,11372.0,40.7484162,-73.87647940000001,"(40.7484162, -73.8764794)",90 STREET,ROOSEVELT AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
3405133,03/13/2016,20:45,BROOKLYN,11222.0,40.722208200000004,-73.9464985,"(40.7222082, -73.9464985)",MCGUINNESS BLVD SOUTH,BROOME STREET,,1,0,0,0,0,0,1,0,Unspecified,,,,,SMALL COM VEH(4 TIRES),UNKNOWN,UNKNOWN,,
3405050,03/13/2016,20:50,MANHATTAN,10002.0,40.7185558,-73.9882,"(40.7185558, -73.9882)",DELANCEY STREET,ESSEX STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3405093,03/13/2016,20:50,,,,,,7 AVENUE,72 STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Driver Inexperience,Unspecified,,,UNKNOWN,LIVERY VEHICLE,PASSENGER VEHICLE,,
3405120,03/13/2016,21:00,BROOKLYN,11206.0,40.7087821,-73.9434398,"(40.7087821, -73.9434398)",GRAHAM AVENUE,SCHOLES STREET,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,PASSENGER VEHICLE,OTHER,,,
3404871,03/13/2016,21:10,,,40.71143060000001,-73.7284402,"(40.7114306, -73.7284402)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,UNKNOWN,,,
3405053,03/13/2016,21:20,MANHATTAN,10036.0,40.7579729,-73.9855364,"(40.7579729, -73.9855364)",7 AVENUE,WEST 45 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,OTHER,PASSENGER VEHICLE,,,
3404619,03/13/2016,19:50,MANHATTAN,10029.0,40.7979463,-73.94002309999999,"(40.7979463, -73.9400231)",EAST 116 STREET,3 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,PASSENGER VEHICLE,,,,
3405164,03/13/2016,19:55,,,,,,OCEANIA STREET,48 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,SPORT UTILITY / STATION WAGON,,,,
3405057,03/13/2016,9:00,MANHATTAN,10019.0,40.7714641,-73.99434620000001,"(40.7714641, -73.9943462)",WEST 57 STREET,WEST SIDE HIGHWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,PASSENGER VEHICLE,TAXI,,,
3405139,03/13/2016,21:20,QUEENS,11422.0,40.6741384,-73.7295448,"(40.6741384, -73.7295448)",244 STREET,MERRICK BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PICK-UP TRUCK,PASSENGER VEHICLE,,,
3404548,03/13/2016,21:30,MANHATTAN,10018.0,40.7583059,-74.0001372,"(40.7583059, -74.0001372)",11 AVENUE,WEST 38 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3405153,03/13/2016,14:00,QUEENS,11368.0,40.7457675,-73.86420679999999,"(40.7457675, -73.8642068)",45 AVENUE,NATIONAL STREET,,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,,,,SPORT UTILITY / STATION WAGON,BICYCLE,,,
3404541,03/13/2016,14:00,MANHATTAN,10013.0,40.719047700000004,-73.9964791,"(40.7190477, -73.9964791)",MOTT STREET,GRAND STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
3405045,03/13/2016,13:30,STATEN ISLAND,10306.0,40.5645369,-74.1316997,"(40.5645369, -74.1316997)",CLARKE AVENUE,AMBOY ROAD,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3405086,03/13/2016,14:00,BROOKLYN,11203.0,40.6566109,-73.9309021,"(40.6566109, -73.9309021)",UTICA AVENUE,CLARKSON AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Physical Disability,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
3404642,03/13/2016,14:00,BRONX,10455.0,40.8192235,-73.9106129,"(40.8192235, -73.9106129)",EAST 156 STREET,SAINT ANNS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3405167,03/13/2016,21:30,QUEENS,11102.0,40.7677355,-73.91849429999999,"(40.7677355, -73.9184943)",33 STREET,28 AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,PASSENGER VEHICLE,UNKNOWN,,,
3404951,03/13/2016,21:30,,,40.669245700000005,-73.80127890000001,"(40.6692457, -73.8012789)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
3405092,03/13/2016,21:35,BROOKLYN,11228.0,40.619989600000004,-74.0205934,"(40.6199896, -74.0205934)",7 AVENUE,84 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
3405142,03/13/2016,21:40,QUEENS,11432.0,40.7151196,-73.77357140000001,"(40.7151196, -73.7735714)",188 STREET,HILLSIDE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3405004,03/13/2016,21:41,QUEENS,11106.0,40.753271500000004,-73.9280262,"(40.7532715, -73.9280262)",37 AVENUE,35 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
3405055,03/13/2016,9:10,MANHATTAN,10017.0,40.7532425,-73.9666173,"(40.7532425, -73.9666173)",EAST 49 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,PASSENGER VEHICLE,,,,
3405171,03/13/2016,21:51,STATEN ISLAND,10305.0,40.6140876,-74.06613279999999,"(40.6140876, -74.0661328)",BAY STREET,HYLAN BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
3405100,03/13/2016,21:54,,,,,,LIBERTY AVENUE,ELDERT LANE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
3405143,03/13/2016,21:55,QUEENS,11423.0,40.72428729999999,-73.76540109999999,"(40.7242873, -73.7654011)",EPSOM COURSE,DUNTON STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,SPORT UTILITY / STATION WAGON,SMALL COM VEH(4 TIRES),,,
3404385,03/12/2016,14:25,QUEENS,11417.0,40.6807461,-73.842238,"(40.6807461, -73.842238)",LIBERTY AVENUE,97 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,VAN,PASSENGER VEHICLE,,,
3404093,03/12/2016,14:22,MANHATTAN,10032.0,40.843502,-73.93798340000001,"(40.843502, -73.9379834)",WEST 172 STREET,SAINT NICHOLAS AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Lost Consciousness,,,,PASSENGER VEHICLE,OTHER,,,
3404252,03/12/2016,14:20,BROOKLYN,11220.0,40.6408367,-74.0184306,"(40.6408367, -74.0184306)",60 STREET,4 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
3404311,03/12/2016,14:19,BROOKLYN,11201.0,40.692846,-73.99310159999999,"(40.692846, -73.9931016)",JORALEMON STREET,CLINTON STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
3404485,03/12/2016,14:15,QUEENS,11369.0,40.763345799999996,-73.8773073,"(40.7633458, -73.8773073)",ASTORIA BOULEVARD,92 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
3404250,03/12/2016,14:15,BROOKLYN,11232.0,40.6501456,-74.00507409999999,"(40.6501456, -74.0050741)",5 AVENUE,41 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,PASSENGER VEHICLE,VAN,,,
3405067,03/12/2016,14:13,BRONX,10465.0,40.828448,-73.822397,"(40.828448, -73.822397)",EDISON AVENUE,PHILIP AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
3404028,03/12/2016,7:45,MANHATTAN,10022.0,40.7629131,-73.96979990000001,"(40.7629131, -73.9697999)",PARK AVENUE,EAST 59 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,OTHER,,,
3404263,03/12/2016,4:23,BROOKLYN,11233.0,40.6759897,-73.919313,"(40.6759897, -73.919313)",HOWARD AVENUE,PACIFIC STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3403948,03/12/2016,4:21,MANHATTAN,10002.0,40.7190253,-73.9897692,"(40.7190253, -73.9897692)",DELANCEY STREET,ORCHARD STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,TAXI,,,,
3404162,03/12/2016,14:02,BRONX,10469.0,40.88174620000001,-73.857058,"(40.8817462, -73.857058)",EAST 219 STREET,BRONXWOOD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,VAN,PASSENGER VEHICLE,,,
3405007,03/12/2016,14:01,QUEENS,11377.0,40.7539919,-73.9003018,"(40.7539919, -73.9003018)",NORTHERN BOULEVARD,62 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
3404307,03/12/2016,14:00,BROOKLYN,11201.0,40.695993200000004,-73.983213,"(40.6959932, -73.983213)",TILLARY STREET,GOLD STREET,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3404500,03/12/2016,14:00,,,,,,GRANDVIEW AVENUE,CONTINENTAL PLACE,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Physical Disability,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
3404783,03/12/2016,14:00,,,,,,BETHEL LOOP,VANDALIA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
3404340,03/12/2016,14:00,QUEENS,11421.0,40.6975581,-73.85277190000001,"(40.6975581, -73.8527719)",WOODHAVEN BOULEVARD,PARK LANE SOUTH,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,PASSENGER VEHICLE,UNKNOWN,,,
3405021,03/12/2016,14:00,QUEENS,11368.0,40.7572274,-73.86950390000001,"(40.7572274, -73.8695039)",NORTHERN BOULEVARD,99 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3404475,03/12/2016,13:54,,,40.761688899999996,-73.90190759999999,"(40.7616889, -73.9019076)",,,,3,0,0,0,0,0,3,0,Fatigued/Drowsy,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3405020,03/12/2016,13:50,QUEENS,11372.0,40.754484600000005,-73.8955908,"(40.7544846, -73.8955908)",NORTHERN BOULEVARD,71 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3404058,03/12/2016,13:47,MANHATTAN,10029.0,40.790314200000005,-73.9476861,"(40.7903142, -73.9476861)",EAST 103 STREET,LEXINGTON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,UNKNOWN,,,
3404530,03/12/2016,13:45,MANHATTAN,10013.0,40.7194507,-74.0102922,"(40.7194507, -74.0102922)",GREENWICH STREET,FRANKLIN STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,TAXI,OTHER,,,
3404811,03/12/2016,13:45,BROOKLYN,11205.0,40.6907986,-73.9563571,"(40.6907986, -73.9563571)",DEKALB AVENUE,SKILLMAN STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
3404238,03/12/2016,13:43,BROOKLYN,11236.0,40.638740000000006,-73.89519179999999,"(40.63874, -73.8951918)",ROCKAWAY PARKWAY,AVENUE L,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3404074,03/12/2016,13:36,,,40.8074574,-73.9339418,"(40.8074574, -73.9339418)",,,,0,0,0,0,0,0,0,0,Outside Car Distraction,,,,,BUS,,,,
3404492,03/12/2016,13:35,STATEN ISLAND,10301.0,40.6340055,-74.0983876,"(40.6340055, -74.0983876)",CASTLETON AVENUE,RIDGEWOOD PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,,,,
3405023,03/12/2016,4:20,QUEENS,11372.0,40.7532439,-73.8896843,"(40.7532439, -73.8896843)",34 AVENUE,77 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,BICYCLE,PASSENGER VEHICLE,,,
3404935,03/12/2016,13:35,QUEENS,11361.0,40.7642656,-73.77132859999999,"(40.7642656, -73.7713286)",40 AVENUE,BELL BOULEVARD,,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
3404092,03/12/2016,13:35,MANHATTAN,10032.0,40.834061,-73.94487990000002,"(40.834061, -73.9448799)",WEST 157 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,,,,,PASSENGER VEHICLE,OTHER,,,
3404319,03/12/2016,13:34,BROOKLYN,11249.0,40.698189500000005,-73.96189890000001,"(40.6981895, -73.9618989)",FLUSHING AVENUE,CLASSON AVENUE,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,VAN,SPORT UTILITY / STATION WAGON,,,
3403998,03/12/2016,13:30,MANHATTAN,10001.0,40.7497063,-73.9915618,"(40.7497063, -73.9915618)",WEST 32 STREET,7 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,PASSENGER VEHICLE,TAXI,,,
3404291,03/12/2016,13:30,BROOKLYN,11238.0,40.67854439999999,-73.96854379999999,"(40.6785444, -73.9685438)",SAINT MARKS AVENUE,VANDERBILT AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
3404043,03/12/2016,13:29,MANHATTAN,10021.0,40.771784999999994,-73.9633262,"(40.771785, -73.9633262)",PARK AVENUE,EAST 73 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
3404726,03/12/2016,13:29,BROOKLYN,11214.0,40.599591600000004,-73.9883507,"(40.5995916, -73.9883507)",,,2406 85 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
3405163,03/12/2016,13:20,,,,,,JUNCTION BOULEVARD,40 ROAD,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,VAN,SPORT UTILITY / STATION WAGON,,,
3404522,03/12/2016,13:20,STATEN ISLAND,10309.0,40.519126299999996,-74.197135,"(40.5191263, -74.197135)",SEGUINE AVENUE,HYLAN BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
3405147,03/12/2016,13:20,QUEENS,11373.0,40.7460655,-73.8753614,"(40.7460655, -73.8753614)",ELBERTSON STREET,WHITNEY AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,VAN,,,
